"TOA5","69927","CR1000","69927","CR1000.Std.31.03","CPU:QikIsland_Met_2018_v1.1.CR1","58687","CBAY_MET_1HR"
"TIMESTAMP","TEMPERATURE_Avg","WIND_SPEED","WIND_DIRECTION","GUST_Max","RH_B_Avg","BP_Avg","BattV_Avg","Kdn_Avg","Kup_Avg","LdnCo_Avg","LupCo_Avg","Ux_Avg","Uy_Avg","Uz_Avg","CO2_op_Avg","H2O_op_Avg","CO2_Avg","H2O_Avg","Pfast_cp_Avg","xco2_cp_Avg","xh2o_cp_Avg","mfc_Avg"
"TS","Deg C","","Deg","km/hr","","kPa","Volts","W/m^2","W/m^2","W/m^2","W/m^2","","","","","","","","","","",""
"","Avg","WVc","WVc","Max","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2018-08-17 23:00:00",4.946,33.92,280.5,40.22,82.6,99.6,12.95,-0.52,0.031,294,338,1.614,9.21,0.479,17.07,286,716.1,2.58,97.9,400.9,-3.225,6.96
"2018-08-18 00:00:00",4.697,34.94,292.9,41.42,78.17,99.7,12.95,-1.879,-0.22,290.3,335.9,3.971,8.33,0.582,17.3,266.2,722.9,2.433,97.9,401.9,-3.226,6.961
"2018-08-18 01:00:00",4.261,35.68,299.4,41.56,75.5,99.7,12.95,-1.649,-0.225,296.8,334.1,5.034,8.03,0.688,17.43,250.2,727.1,2.282,98,402.2,-3.228,6.962
"2018-08-18 02:00:00",3.908,33.74,300,43.82,75.37,99.8,12.94,-1.169,-0.346,314.4,334.5,4.848,7.582,0.603,17.5,243,730.2,2.202,98.1,402.7,-3.228,6.961
"2018-08-18 03:00:00",3.608,33.66,284.2,42.27,76.22,99.9,12.95,-1.844,-0.265,301.2,332,2.293,8.7,0.436,17.66,206.7,729.6,2.1,98.1,402.7,-3.226,6.963
"2018-08-18 04:00:00",3.156,35.24,281.2,42.19,80.7,99.9,12.95,-1.364,-0.279,300,330.4,1.815,9.42,0.55,17.46,210.3,726,1.964,98.2,402.9,-3.222,6.961
"2018-08-18 05:00:00",3.036,43.17,274.2,54.19,79.83,99.9,12.95,2.264,0.252,290.7,328.3,0.702,12.31,0.615,17.79,177.5,727.7,1.909,98.1,402.8,-3.22,6.963
"2018-08-18 06:00:00",3.101,41.73,277.5,47.91,74.95,99.9,12.99,23.71,2.767,253.3,325.5,1.38,11.51,0.574,17.4,231.9,731.2,1.876,98.1,402.5,-3.22,6.962
"2018-08-18 07:00:00",3.144,36.79,270.6,51.79,77.31,99.9,13.01,84.4,6.941,256.6,326.2,-0.156,11.72,0.604,17.31,240.8,728.2,1.869,98.1,402.3,-3.223,6.959
"2018-08-18 08:00:00",3.015,43.64,275.2,53.41,80.2,99.9,13.08,116.7,8.75,258.5,327.4,1.167,12.25,0.688,17.25,232.5,725.4,1.76,98.1,402.5,-3.222,6.962
"2018-08-18 09:00:00",2.907,39.38,278.9,46.15,80.7,99.9,13.48,311.5,21.4,239.7,328.2,1.559,10.83,0.744,17.3,218.7,726.9,1.772,98.2,402.1,-3.225,6.961
"2018-08-18 10:00:00",2.516,40.08,291.3,51.86,78.45,100,13.29,282.7,22.36,282,332.9,3.953,9.85,0.847,17.6,168.6,730.1,1.614,98.2,402.8,-3.221,6.967
"2018-08-18 11:00:00",2.809,36.88,284.9,46.57,74.23,100,13.52,373,32.65,279.5,337.5,2.578,9.65,0.621,17.43,201.9,735.5,1.751,98.3,402.8,-3.225,6.973
"2018-08-18 12:00:00",2.988,37.97,271.8,47.49,71.31,100,13.37,279.3,27.28,302.5,340.6,0.219,11.32,0.56,17.44,201.5,737.2,1.742,98.3,402.8,-3.226,6.963
"2018-08-18 13:00:00",3.069,41.27,270.7,51.51,71.19,100,13.43,283,28.44,303,340.9,0.039,12.5,0.579,17.44,198.9,735.2,1.713,98.3,402.5,-3.227,6.969
"2018-08-18 14:00:00",3.131,39.53,273.2,51.09,72.74,100,13.53,312.2,32.36,306,342.9,0.474,11.69,0.53,17.41,200.2,732.7,1.696,98.3,402.5,-3.229,6.962
"2018-08-18 15:00:00",3.118,40.47,276.1,48.76,76.4,100,13.43,286.8,30.23,302.2,342.7,0.885,11.52,0.491,17.33,204.6,728.5,1.637,98.3,402.5,-3.229,6.963
"2018-08-18 16:00:00",3.562,36.92,268.5,47.35,72.03,100,13.52,306.1,35.1,300.2,344.1,-0.512,12.42,0.613,17.39,194.7,732,1.7,98.3,402.6,-3.233,6.963
"2018-08-18 17:00:00",3.862,39.3,266.6,53.77,76.29,100,13.33,229.9,26.62,305.6,343.2,-1.222,13.93,0.549,17.97,122.5,723.5,1.644,98.2,402.2,-3.234,6.958
"2018-08-18 18:00:00",3.971,37.62,269.7,46.85,80.4,100.1,13.01,106.1,9.27,315.5,338.4,-0.326,12.36,0.421,18.67,23.54,727.4,2.269,98.3,402.3,-3.229,6.96
"2018-08-18 19:00:00",4.298,36.45,284.2,41.21,81.6,100.1,13.04,118.9,13.39,303.3,339.2,2.402,9.56,0.586,17.22,242.1,730.7,2.609,98.4,402.1,-3.231,6.962
"2018-08-18 20:00:00",4.46,35.49,289.6,42.27,77.62,100.1,12.98,68.79,7.245,296,337.7,3.321,8.88,0.588,16.98,312.5,732.9,2.571,98.4,402.2,-3.231,6.961
"2018-08-18 21:00:00",4.445,37.64,294.4,46.43,77.81,100.2,12.96,13.79,1.219,314.7,336,4.41,9,0.668,17.11,269.1,768.9,3.297,98.5,402.3,-3.228,6.96
"2018-08-18 22:00:00",4.346,40.42,296,52.14,76.62,100.2,12.95,1.169,-0.108,318,334.3,5.098,9.43,0.791,17.46,213.3,874,4.307,98.5,402.4,-3.227,6.96
"2018-08-18 23:00:00",3.86,40.01,302.1,52.21,77.94,100.2,12.95,-0.585,-0.238,314.4,332.2,6.224,8.85,0.772,16.96,305.5,750,2.981,98.5,402.8,-3.226,6.961
"2018-08-19 00:00:00",3.561,40.41,303.2,48.9,77.43,100.2,12.95,-2.204,0.049,266.4,328.1,6.342,8.64,0.761,17,297.4,738.1,2.458,98.5,402.9,-3.223,6.963
"2018-08-19 01:00:00",3.29,37.5,297.2,45.58,80.2,100.2,12.95,-2.749,-0.018,255.3,325.8,4.967,8.61,0.707,16.77,305.2,737.6,2.437,98.6,403,-3.22,6.961
"2018-08-19 02:00:00",3.189,39.39,292.3,47.28,82.4,100.2,12.95,-2.619,0.144,256.7,325.5,4.111,9.58,0.754,16.63,309.4,737,2.452,98.5,403,-3.219,6.961
"2018-08-19 03:00:00",3.264,43.51,288.7,52.78,82.2,100.2,12.95,-2.089,-0.094,272.7,326.5,3.837,10.95,0.748,16.66,308.6,739,2.482,98.5,402.9,-3.217,6.962
"2018-08-19 04:00:00",3.287,44.25,287.8,52.71,82.4,100.3,12.95,-1.185,-0.162,300.3,328.2,3.721,11.23,0.719,16.71,300.9,739.4,2.473,98.5,403,-3.216,6.962
"2018-08-19 05:00:00",3.223,38.7,280.9,45.3,82.6,100.3,12.95,1.494,-0.085,305.2,328.9,1.888,10.25,0.667,16.7,297.2,738.8,2.4,98.6,403.1,-3.215,6.962
"2018-08-19 06:00:00",3.032,39.9,278.1,46.43,82.1,100.3,12.95,16.29,1.412,277,327,1.408,11.06,0.573,16.76,285.4,738.3,2.243,98.6,403.4,-3.213,6.961
"2018-08-19 07:00:00",2.834,43.67,276.8,56.17,82,100.3,12.96,37.19,2.609,308.3,328.8,1.255,12.15,0.608,16.77,278,737.3,2.15,98.6,403.5,-3.213,6.961
"2018-08-19 08:00:00",2.593,42.96,275.8,49.46,83.5,100.3,12.97,56.46,3.765,310.6,329.1,1.171,12.08,0.593,17.64,122,734.3,1.962,98.6,403.4,-3.211,6.963
"2018-08-19 09:00:00",2.397,40.14,280.8,45.23,84.5,100.3,13,109,8.11,299.8,329.3,1.875,10.63,0.652,16.88,238,736.2,1.916,98.6,403.2,-3.211,6.962
"2018-08-19 10:00:00",2.563,38.5,289.3,45.16,82.1,100.4,13.08,188.3,14.1,291.1,331.5,3.581,9.51,0.684,16.78,277.9,736.8,1.988,98.6,402.6,-3.213,6.963
"2018-08-19 11:00:00",2.497,36.59,293.9,42.34,79.26,100.4,13.04,169.8,13.65,312.5,333.8,4.413,8.74,0.736,16.99,266.1,737.2,1.933,98.7,402.6,-3.214,6.961
"2018-08-19 12:00:00",2.706,39.15,287.5,45.79,80.8,100.4,13.03,162.9,13.41,315.2,334.8,3.213,9.91,0.698,16.9,274,736.7,2.007,98.7,402.7,-3.217,6.962
"2018-08-19 13:00:00",2.821,37.58,284.6,42.83,82.2,100.4,13.05,179.9,14.88,316.4,336.2,2.538,9.78,0.552,16.78,281.3,737.1,2.023,98.7,402.7,-3.219,6.962
"2018-08-19 14:00:00",3.017,37.13,284.5,41.98,82.9,100.5,13.15,215.8,18.43,313.3,338,2.339,9.57,0.56,16.75,286.3,736,2.048,98.8,402.6,-3.221,6.961
"2018-08-19 15:00:00",3.271,34.82,284,40.08,82.5,100.5,13.34,227.2,20.38,314.5,340.1,2.424,9.05,0.493,16.78,287.3,734.4,2.087,98.8,402.4,-3.225,6.962
"2018-08-19 16:00:00",3.406,30.95,286.1,36.76,82.8,100.6,13.03,160.5,13.98,317.8,339.7,2.374,7.953,0.509,16.72,291.1,731.2,2.053,98.9,402.3,-3.225,6.96
"2018-08-19 17:00:00",3.492,27.49,285.9,33.3,82.7,100.6,13.03,145.6,12.66,319,339.9,2.019,7.121,0.477,16.71,294.8,731,2.053,98.9,402.3,-3.224,6.96
"2018-08-19 18:00:00",3.716,27.3,283.6,29.78,81.7,100.6,13.04,163.9,14.78,317.6,341,1.736,7.213,0.428,16.8,292.9,732.1,2.108,98.9,402.3,-3.225,6.96
"2018-08-19 19:00:00",3.68,27.75,282.5,36.13,82.4,100.6,12.99,84.3,6.877,304.3,337.9,1.612,7.389,0.408,16.67,278.4,729.7,2.008,98.9,402.5,-3.223,6.961
"2018-08-19 20:00:00",3.51,30.55,296.1,36.69,80.7,100.6,12.96,36.64,2.807,295.9,333.8,3.946,7.146,0.548,16.79,290.6,732.7,1.987,98.9,402.7,-3.221,6.961
"2018-08-19 21:00:00",3.222,27.3,300.1,32.18,81.7,100.6,12.95,16.81,1.385,292.5,331,3.925,6.099,0.513,16.66,291.5,731.4,1.862,99,402.9,-3.219,6.961
"2018-08-19 22:00:00",3.058,22.57,304.7,27.73,83.1,100.6,12.95,2.584,0.355,286.8,328.9,3.824,4.751,0.412,16.52,291.5,729.6,1.759,99,402.8,-3.217,6.961
"2018-08-19 23:00:00",3.043,21.61,294,25.12,84.2,100.6,12.95,-1.719,0.031,287.3,328,2.453,5.399,0.331,16.26,296.9,726.1,1.653,98.9,402.9,-3.216,6.961
"2018-08-20 00:00:00",3.451,26.13,285,33.45,83.1,100.6,12.95,-2.344,0.13,275,327.7,1.86,6.919,0.436,16.46,294.5,727.5,1.812,98.9,403,-3.215,6.962
"2018-08-20 01:00:00",3.293,23.95,292.6,28.65,83.9,100.6,12.95,-1.839,-0.301,314.5,329.7,2.577,5.802,0.422,16.38,268.9,727.2,1.69,98.9,403.2,-3.213,6.96
"2018-08-20 02:00:00",3.347,23.15,282.1,34.79,84.5,100.5,12.95,-1.554,-0.103,315.3,329.6,1.115,6.371,0.343,17.78,93.5,726.7,1.707,98.9,403.3,-3.213,6.96
"2018-08-20 03:00:00",2.744,26.57,288.1,31.89,88.8,100.5,12.95,-1.489,-0.679,318.9,328.8,2.187,6.652,0.515,15.26,198.5,713.5,0.952,98.9,403.4,-3.209,6.962
"2018-08-20 04:00:00",2.589,25.81,286.4,31.89,91.3,100.5,12.95,-1.215,-0.445,313.8,327.9,1.981,6.791,0.415,13.04,-16.18,761,0.237,98.9,403.6,-3.206,6.963
"2018-08-20 05:00:00",2.517,33.09,294.7,40.85,88.3,100.5,12.95,1.824,-0.256,296.1,326.4,4.045,7.773,0.549,16.6,244.5,777.1,2.804,98.9,403.4,-3.204,6.962
"2018-08-20 06:00:00",2.35,36.11,288.9,40.29,82.4,100.5,12.95,17.4,0.796,290.6,325.3,3.237,9.17,0.619,17.12,262.1,744.2,2.027,98.8,403.4,-3.203,6.963
"2018-08-20 07:00:00",2.206,35.25,284.8,40.36,82.8,100.5,12.96,33.94,2.223,299.3,326,2.414,9.19,0.537,17.04,266.5,743,1.941,98.8,403.5,-3.204,6.963
"2018-08-20 08:00:00",2.142,34.1,282,39.44,83.9,100.5,12.98,65.65,4.809,301.4,327.1,1.795,9.23,0.489,17.01,266.1,742.7,1.905,98.8,403.5,-3.206,6.962
"2018-08-20 09:00:00",2.264,32.71,284.5,36.97,81.2,100.5,13.01,111.3,8.7,278.1,327,1.991,8.62,0.554,17.17,262.9,743.7,1.974,98.8,403.3,-3.209,6.961
"2018-08-20 10:00:00",2.313,30.78,287.4,35.14,81.2,100.4,13.02,137.4,10.8,303,330.7,2.576,7.977,0.51,17.14,265,742.8,2.003,98.8,403.1,-3.212,6.962
"2018-08-20 11:00:00",1.717,27.2,316.1,32.1,84.8,100.4,13.05,158.4,13.07,305,331,5.495,4.37,0.703,16.85,257.4,741.1,1.789,98.8,403.2,-3.209,6.963
"2018-08-20 12:00:00",1.963,27.23,315.7,33.94,77.48,100.4,13.33,278.2,25.38,298.2,335.5,5.627,4.56,0.694,17.41,243.8,746.3,1.925,98.8,402.8,-3.215,6.965
"2018-08-20 13:00:00",1.994,22.92,316.2,27.1,75.57,100.4,13.05,176.8,17.21,303.1,334.8,4.733,3.812,0.629,17.41,244.3,746.4,1.92,98.8,402.9,-3.215,6.962
"2018-08-20 14:00:00",2.141,22.75,311.4,27.17,76.92,100.5,13.26,221.7,21.77,302.2,336.8,4.37,4.211,0.549,17.39,240.8,745.8,1.968,98.8,402.8,-3.217,6.964
"2018-08-20 15:00:00",1.887,21.64,308.9,28.08,83.8,100.5,13.47,352.8,37.53,274.9,337.5,3.92,4.343,0.514,16.96,231.5,742.2,1.922,98.8,402.6,-3.215,6.97
"2018-08-20 16:00:00",2.736,21.61,300.1,25.12,80.8,100.5,13.55,508.3,64.44,242.5,348,3.149,4.896,0.445,17.15,277.5,745.1,2.27,98.8,402.2,-3.228,6.961
"2018-08-20 17:00:00",2.876,24.27,286.1,27.94,82.7,100.5,13.55,367.8,51.46,265.3,349.5,1.828,6.23,0.424,17,287.5,742.3,2.271,98.8,402.4,-3.229,6.966
"2018-08-20 18:00:00",3.129,24.68,282.1,29.92,81.8,100.5,13.25,205.7,27.29,298,345.2,1.349,6.607,0.368,17.13,275.5,740.5,2.259,98.8,402.5,-3.228,6.956
"2018-08-20 19:00:00",3.555,21.02,288.3,25.19,81.3,100.5,13.5,228,50.88,253.4,346.1,1.811,5.409,0.379,17.17,274,741.5,2.42,98.9,402.3,-3.235,6.967
"2018-08-20 20:00:00",3.388,19.46,287.6,24.27,83.9,100.5,13,65.2,12.61,253.2,337.3,1.695,5.125,0.298,16.73,290.5,735,2.168,98.9,402.6,-3.228,6.962
"2018-08-20 21:00:00",3.486,20.29,287.6,23.57,83,100.5,12.98,31.84,9.81,249.2,333.1,1.738,5.267,0.346,16.8,290.4,735.1,2.171,98.9,402.6,-3.225,6.961
"2018-08-20 22:00:00",3.351,18.2,288.3,22.09,84.1,100.5,12.95,3.394,1.039,265.5,330.7,1.741,4.726,0.375,16.43,286.6,731.1,1.961,98.9,402.6,-3.22,6.961
"2018-08-20 23:00:00",3.141,19.16,290.4,22.44,86.6,100.5,12.95,-2.304,0.211,276.2,329,1.962,4.969,0.407,15.96,291.6,725.7,1.708,98.9,402.6,-3.216,6.961
"2018-08-21 00:00:00",3.068,20.5,299.3,23.85,86.5,100.5,12.95,-1.435,-0.342,308.9,330.8,2.985,4.762,0.468,16.41,286.5,730.3,1.897,98.9,402.8,-3.213,6.96
"2018-08-21 01:00:00",2.963,22.19,303.8,27.17,85.2,100.5,12.95,-1.27,-0.355,309.4,330.3,3.631,4.709,0.493,16.69,283.2,733.9,1.985,98.8,403,-3.211,6.961
"2018-08-21 02:00:00",2.78,21.18,305.8,26.81,85.4,100.5,12.95,-1.255,-0.391,308.1,329.4,3.549,4.539,0.514,16.66,280.4,734.4,1.897,98.8,403.5,-3.21,6.961
"2018-08-21 03:00:00",2.379,18.21,322.7,23.5,86.8,100.5,12.95,-1.44,-0.432,305.7,328,4.183,2.675,0.486,16.21,274.6,730.9,1.585,98.8,404,-3.208,6.962
"2018-08-21 04:00:00",2.125,19.74,314.3,31.47,86.5,100.4,12.95,-1.255,-0.157,301.5,326.6,3.767,3.682,0.507,16.38,263.2,733.5,1.585,98.8,404,-3.207,6.962
"2018-08-21 05:00:00",2.036,28.89,308.7,36.2,83.4,100.4,12.95,0.19,-0.153,287.6,324.5,5.194,5.529,0.747,16.84,260,737,1.705,98.8,403.6,-3.205,6.964
"2018-08-21 06:00:00",2.003,25.86,308.1,29.85,84.8,100.4,12.95,12.25,0.877,294.4,324.9,4.653,5.133,0.588,16.78,261.1,737,1.695,98.8,403.8,-3.205,6.961
"2018-08-21 07:00:00",1.867,25.49,315.7,35.07,83.9,100.4,12.97,36.67,2.735,293.6,325,5.279,4.255,0.71,16.87,257.8,738.2,1.715,98.8,403.7,-3.205,6.963
"2018-08-21 08:00:00",1.719,22.74,320.7,27.38,84.8,100.4,13.02,92.6,6.982,271,324.2,5.104,3.45,0.591,16.67,257.5,737.3,1.641,98.8,403.6,-3.205,6.963
"2018-08-21 09:00:00",1.833,26.16,313.1,34.01,84,100.4,13.13,211.2,16.3,285.2,328.9,5.093,4.613,0.692,17,256.9,741.2,1.853,98.8,403.4,-3.209,6.963
"2018-08-21 10:00:00",1.788,25.51,299.1,30.06,85.1,100.4,13.07,199.2,16.61,291.8,331.4,3.554,5.807,0.54,16.69,259.6,737.3,1.708,98.7,403.3,-3.209,6.963
"2018-08-21 11:00:00",1.864,23.41,312.2,29.28,83.5,100.4,13.22,214.7,18.37,297.8,334.2,4.503,4.346,0.476,16.87,246.4,740.6,1.775,98.8,403.2,-3.212,6.963
"2018-08-21 12:00:00",1.842,22.65,308.3,27.02,84,100.4,13.05,180.4,14.23,303.5,332.6,4.182,4.671,0.52,3.573,3822,777,1.152,98.8,403.2,-3.208,6.962
"2018-08-21 13:00:00",2.088,24.27,290.4,26.25,83.7,100.4,13.41,241.4,21.76,280.8,334.5,2.365,6.058,0.418,9.75,1722,773.8,1.661,98.7,403.1,-3.214,6.96
"2018-08-21 14:00:00",2.072,22.59,288.1,25.61,85.3,100.4,13.56,403.4,40.38,290.5,341.7,1.94,5.72,0.362,17.18,195.5,756.8,2.629,98.8,403,-3.218,6.968
"2018-08-21 15:00:00",2.325,20.72,278.5,24.48,85.3,100.4,13.55,513.5,61.51,241.6,346.6,0.691,5.776,0.292,17.18,245.4,747.2,2.22,98.8,402.8,-3.221,6.959
"2018-08-21 16:00:00",2.438,22.88,276.2,27.24,86.1,100.4,13.55,486.7,63.45,239.3,350.6,0.645,6.363,0.34,17.1,248.5,746.3,2.251,98.7,402.6,-3.224,6.959
"2018-08-21 17:00:00",2.603,23.81,276.8,26.95,85.5,100.4,13.53,317.8,46.01,260.1,347.6,0.718,6.539,0.298,17.18,250.5,744.4,2.262,98.8,402.7,-3.225,6.965
"2018-08-21 18:00:00",2.859,20.79,276.7,24.13,83.9,100.4,13.56,329.7,61.41,241,349.4,0.623,5.788,0.356,17.34,254,746.3,2.402,98.8,402.3,-3.231,6.958
"2018-08-21 19:00:00",2.922,18.24,283.5,21.59,84.1,100.4,13.45,190.5,47.63,234.9,345.4,1.171,4.909,0.275,17.19,255.7,743.9,2.337,98.8,402.3,-3.232,6.964
"2018-08-21 20:00:00",2.84,16.42,302.7,18.91,85.3,100.4,13.2,99.8,25.08,292.5,342.9,2.473,3.556,0.311,16.92,249.4,739.8,2.204,98.8,402.3,-3.228,6.959
"2018-08-21 21:00:00",2.375,13.74,313,17.78,88.3,100.4,12.95,18.21,2.163,299.4,335.9,2.781,2.596,0.342,16.13,241.6,731.6,1.696,98.8,402.4,-3.218,6.961
"2018-08-21 22:00:00",2.324,13.6,324.4,16.51,88.9,100.4,12.95,1.25,0.225,301.2,332.9,3.284,1.983,0.391,16.25,240.6,732.3,1.705,98.8,402.4,-3.215,6.961
"2018-08-21 23:00:00",2.127,14.76,349.4,19.76,88,100.5,12.95,-2.115,-0.207,303.1,330.6,3.919,0.009,0.447,16.4,195.7,733.4,1.618,98.8,402.6,-3.209,6.961
"2018-08-22 00:00:00",1.956,16.99,45.35,26.11,89.5,100.5,12.95,-3.339,0.373,266.2,325.7,2.565,-4.315,0.351,14.31,129,702.2,0.033,98.9,403.3,-3.203,6.964
"2018-08-22 01:00:00",1.698,17.46,58.74,24.55,88.7,100.5,12.95,-3.254,0.666,250.3,321.9,1.667,-5.03,0.264,16.8,198.2,738.3,1.53,98.9,403.2,-3.2,6.965
"2018-08-22 02:00:00",1.6,11.86,25.4,14.96,87,100.6,12.95,-2.2,0.175,278.4,322.2,2.759,-2.117,0.319,16.84,200.3,741.6,1.62,99,403.6,-3.2,6.964
"2018-08-22 03:00:00",1.484,16.1,3.93,23.78,87.7,100.6,12.95,-1.93,-0.189,304.4,323.8,4.37,-1.282,0.434,16.22,96,743.7,1.467,99,403.8,-3.198,6.965
"2018-08-22 04:00:00",1.44,19.68,1.967,24.41,85.5,100.6,12.95,-2.369,0.063,281.9,321.4,5.452,-1.015,0.651,17.5,172.1,749.4,1.731,99,403.8,-3.197,6.963
"2018-08-22 05:00:00",1.22,19.27,339.5,32.88,84.9,100.6,12.95,-0.405,0.189,282,320.3,5.037,1.146,0.611,17.53,175.1,747.7,1.567,99,404.2,-3.196,6.964
"2018-08-22 06:00:00",0.806,29.75,338.3,37.47,89,100.6,12.95,13.7,1.174,272.1,318.9,7.76,1.857,0.887,16.73,152.4,739.5,1.067,99,403.6,-3.193,6.965
"2018-08-22 07:00:00",0.825,28.8,332.1,33.3,89.1,100.6,12.97,38.51,2.447,287.8,320.2,7.237,2.784,0.838,16.53,160.4,737.4,1.084,99,403.1,-3.193,6.966
"2018-08-22 08:00:00",0.876,30.49,326.1,37.19,91.5,100.6,12.99,75.5,4.742,296.5,321.5,7.412,3.605,0.892,16.96,-12.22,734.5,-0.326,99,402.9,-3.192,6.965
"2018-08-22 09:00:00",1.018,31.26,327.8,36.27,92.9,100.6,13,102.2,6.623,314.5,323.6,7.907,3.441,0.765,20.56,-140.7,865,-1.5,99,402.8,-3.193,6.964
"2018-08-22 10:00:00",1.486,26.45,335.7,31.75,93.4,100.6,13,93.4,5.714,319.5,325.5,6.94,1.862,0.594,19.91,-107,965,-1.635,99,402.7,-3.195,6.966
"2018-08-22 11:00:00",2.538,28.51,5.246,33.52,92.6,100.7,13,93.1,5.763,324.1,329.6,7.649,-2.27,0.829,19.89,5.487,906,1.129,99,402.5,-3.197,6.965
"2018-08-22 12:00:00",2.538,27.17,9.74,32.25,92.5,100.7,13,112,7.27,325.2,330.6,7.234,-3.074,0.642,19.97,-64.76,811,1.795,99.1,402.6,-3.197,6.965
"2018-08-22 13:00:00",2.738,26.76,10.43,31.68,91.7,100.8,13.06,187.8,17.36,324.7,334.6,7.118,-2.958,0.587,17.92,296.6,759.4,3.117,99.2,402.4,-3.199,6.964
"2018-08-22 14:00:00",2.893,23.54,9.57,30.41,90.2,100.9,13.08,176.1,16.79,324.9,337.4,6.139,-2.421,0.609,17.87,311.7,773.4,3.254,99.3,402.4,-3.204,6.964
"2018-08-22 15:00:00",2.956,23.41,359.2,28.22,89.3,101,12.98,78.94,6.072,324,334.2,6.448,-1.101,0.71,18.05,270.8,747.2,3.101,99.4,402.5,-3.205,6.963
"2018-08-22 16:00:00",2.963,23.74,356.8,30.55,88.2,101,13.01,113.2,7.881,323.1,333.6,6.497,-0.922,0.753,19.84,10.51,740.8,2.742,99.4,402.4,-3.204,6.962
"2018-08-22 17:00:00",2.96,22.02,358.6,28.79,86.9,101.1,12.99,85.6,6.185,320.5,332.9,6.136,-0.822,0.611,19.29,77.36,742.5,2.723,99.5,402.1,-3.205,6.962
"2018-08-22 18:00:00",3,25.23,359.9,29.78,84.4,101.1,12.99,88.2,8.29,312.6,332.2,6.921,-1.276,0.769,18.25,227.3,744,2.77,99.5,401.5,-3.208,6.962
"2018-08-22 19:00:00",2.678,21.34,346.6,28.93,84.7,101.2,12.98,73.91,7.386,307.9,331.6,5.853,0.503,0.624,17.92,282.4,745.3,2.699,99.6,401.5,-3.209,6.963
"2018-08-22 20:00:00",2.649,20.63,344.3,27.87,83.7,101.2,12.97,51.43,5.726,305.1,330.7,5.61,0.614,0.627,17.93,278.3,745.7,2.656,99.6,401.6,-3.21,6.962
"2018-08-22 21:00:00",2.417,20.32,343.2,28.08,84.3,101.2,12.95,19.57,2.033,314.1,329.6,5.529,0.879,0.552,17.95,276.7,746.2,2.604,99.6,401.8,-3.21,6.961
"2018-08-22 22:00:00",2.078,27.3,345.3,35.35,82.4,101.3,12.95,2.199,0.643,287.1,325.1,7.371,0.824,0.764,18,262.4,748.5,2.415,99.6,402.3,-3.207,6.964
"2018-08-22 23:00:00",1.584,26.78,333.8,31.47,81.2,101.3,12.95,-2.579,0.45,249.1,319.1,6.827,2.271,0.738,18.06,250.5,750.3,2.225,99.7,402.7,-3.202,6.964
"2018-08-23 00:00:00",1.185,27.88,328.4,33.87,83.3,101.4,12.95,-1.55,0.144,282.7,319.3,6.835,3.061,0.726,18.09,250,751.1,2.178,99.8,402.8,-3.2,6.965
"2018-08-23 01:00:00",1.033,28.43,325.5,32.88,81,101.4,12.94,-0.84,-0.058,301.4,320.4,6.785,3.348,0.776,18.11,240.3,753.3,2.111,99.8,402.8,-3.199,6.965
"2018-08-23 02:00:00",1.04,24.77,328.1,29.28,78.92,101.4,12.93,-1.24,-0.031,293.6,319.5,5.987,2.827,0.649,18.11,235.5,753.5,2.066,99.8,402.7,-3.199,6.966
"2018-08-23 03:00:00",0.958,25.11,325.8,28.29,81,101.4,12.93,-1.13,-0.184,301.6,319.7,6.024,3.139,0.682,18.12,240.4,753.4,2.09,99.8,402.8,-3.199,6.965
"2018-08-23 04:00:00",0.874,26.05,329.8,30.76,84.3,101.4,12.94,-1.12,-0.225,300.9,319.4,6.505,2.662,0.735,18.12,247.9,751.4,2.114,99.8,402.8,-3.198,6.965
"2018-08-23 05:00:00",0.782,26.82,326.8,33.59,84.6,101.4,12.94,0.448,-0.148,299,319,6.435,3.269,0.809,18.12,246.9,751.9,2.094,99.8,402.8,-3.197,6.966
"2018-08-23 06:00:00",0.679,26.96,331.5,30.91,85.6,101.4,12.94,13.71,1.098,297.1,318.5,6.719,2.478,0.76,18.13,248.6,751.2,2.067,99.8,402.8,-3.195,6.966
"2018-08-23 07:00:00",0.719,24.1,342.6,29.49,85.2,101.4,12.97,70.08,5.655,274.5,318.1,6.455,1.011,0.721,18.13,247.7,752.3,2.096,99.9,402.5,-3.196,6.967
"2018-08-23 08:00:00",0.655,24.21,340.9,28.44,85.3,101.5,13.03,132,10.88,265.8,318.7,6.354,1.238,0.737,18.13,247.1,752.9,2.115,99.9,402.2,-3.197,6.967
"2018-08-23 09:00:00",0.402,23.08,358.9,29.92,86.2,101.5,13.02,146.3,12.54,279.9,320.6,6.337,-0.923,0.634,18.16,242.6,752.7,2.029,99.9,402.5,-3.195,6.968
"2018-08-23 10:00:00",0.366,20.06,2.572,28.29,86.5,101.5,13.09,183.5,15.83,294.3,324,5.44,-1.314,0.609,18.16,245.2,754,2.08,99.9,402.9,-3.196,6.965
"2018-08-23 11:00:00",0.503,18.65,5.456,25.82,86.3,101.5,13.4,283.8,24.39,296.5,328.9,4.985,-1.373,0.512,18.17,243.6,755.2,2.121,99.9,402.9,-3.2,6.963
